Results	Entity	Line	Column	Check
        Identifier SPERR reused	SPERR	5278	26	5.7 No identifier name should be reused
        Identifier SPRD_SEL reused	SPRD_SEL	2170	30	5.7 No identifier name should be reused
        Identifier SR reused	SR	471	10	5.7 No identifier name should be reused
        Identifier SR reused	SR	1240	10	5.7 No identifier name should be reused
        Identifier SR reused	SR	5916	10	5.7 No identifier name should be reused
        Identifier SRC reused	SRC	934	26	5.7 No identifier name should be reused
        Identifier SRR reused	SRR	6049	26	5.7 No identifier name should be reused
        Identifier SRR reused	SRR	6080	26	5.7 No identifier name should be reused
        Identifier SRTADDR reused	SRTADDR	5368	30	5.7 No identifier name should be reused
        Identifier SRW reused	SRW	5249	25	5.7 No identifier name should be reused
        Identifier SRXDIS reused	SRXDIS	6129	26	5.7 No identifier name should be reused
        Identifier SSB reused	SSB	5666	25	5.7 No identifier name should be reused
        Identifier SSBR reused	SSBR	5668	10	5.7 No identifier name should be reused
        Identifier SSCIR reused	SSCIR	5821	10	5.7 No identifier name should be reused
        Identifier SSCM reused	SSCM	8020	0	5.7 No identifier name should be reused
        Identifier SSCM_reserved1 reused	SSCM_reserved1	1058	16	5.7 No identifier name should be reused
        Identifier SSCM_tag reused	SSCM_tag	1012	11	5.7 No identifier name should be reused
        Identifier SSIZE reused	SSIZE	5458	18	5.7 No identifier name should be reused
        Identifier SSIZE reused	SSIZE	5499	18	5.7 No identifier name should be reused
        Identifier SS_CHKSTOP reused	SS_CHKSTOP	2900	26	5.7 No identifier name should be reused
        Identifier SS_CORE reused	SS_CORE	2902	26	5.7 No identifier name should be reused
        Identifier SS_FLASH reused	SS_FLASH	2895	26	5.7 No identifier name should be reused
        Identifier SS_JTAG reused	SS_JTAG	2903	26	5.7 No identifier name should be reused
        Identifier SS_LVD45 reused	SS_LVD45	2896	26	5.7 No identifier name should be reused
        Identifier SS_SOFT reused	SS_SOFT	2901	26	5.7 No identifier name should be reused
        Identifier STANDBY0 reused	STANDBY0	1787	26	5.7 No identifier name should be reused
        Identifier STANDBY0 reused	STANDBY0	1985	10	5.7 No identifier name should be reused
        Identifier STANDBY0 reused	STANDBY0	2017	26	5.7 No identifier name should be reused
        Identifier START reused	START	56	26	5.7 No identifier name should be reused
        Identifier START reused	START	5489	18	5.7 No identifier name should be reused
        Identifier START reused	START	5532	18	5.7 No identifier name should be reused
        Identifier STATUS reused	STATUS	1026	10	5.7 No identifier name should be reused
        Identifier STATUS reused	STATUS	4403	10	5.7 No identifier name should be reused
        Identifier STBY0 reused	STBY0	2945	26	5.7 No identifier name should be reused
        Identifier STDBY reused	STDBY	2917	10	5.7 No identifier name should be reused
        Identifier STD_ID reused	STD_ID	6061	26	5.7 No identifier name should be reused
        Identifier STD_ID reused	STD_ID	6091	26	5.7 No identifier name should be reused
        Identifier STFERR reused	STFERR	6211	26	5.7 No identifier name should be reused
        Identifier STM reused	STM	8027	0	5.7 No identifier name should be reused
        Identifier STM_reserved1 reused	STM_reserved1	1117	16	5.7 No identifier name should be reused
        Identifier STM_tag reused	STM_tag	1078	11	5.7 No identifier name should be reused
        Identifier STOP0 reused	STOP0	1789	26	5.7 No identifier name should be reused
        Identifier STOP0 reused	STOP0	1965	10	5.7 No identifier name should be reused
        Identifier STOP0 reused	STOP0	2019	26	5.7 No identifier name should be reused
        Identifier STOP0 reused	STOP0	2947	26	5.7 No identifier name should be reused
        Identifier STP reused	STP	1206	26	5.7 No identifier name should be reused
        Identifier STRB_BYPASS reused	STRB_BYPASS	2168	30	5.7 No identifier name should be reused
        Identifier STS reused	STS	3094	10	5.7 No identifier name should be reused
        Identifier STS reused	STS	3531	10	5.7 No identifier name should be reused
        Identifier STSLK reused	STSLK	7701	26	5.7 No identifier name should be reused
        Identifier STSLK reused	STSLK	7830	26	5.7 No identifier name should be reused
        Identifier SUA reused	SUA	6811	22	5.7 No identifier name should be reused
        Identifier SUA reused	SUA	7402	22	5.7 No identifier name should be reused
        Identifier SUA reused	SUA	7420	22	5.7 No identifier name should be reused
        Identifier SUB reused	SUB	3325	31	5.7 No identifier name should be reused
        Identifier SUB reused	SUB	6803	22	5.7 No identifier name should be reused
        Identifier SUB reused	SUB	7394	22	5.7 No identifier name should be reused
        Identifier SUB reused	SUB	7412	22	5.7 No identifier name should be reused
        Identifier SUF reused	SUF	6793	22	5.7 No identifier name should be reused
        Identifier SUF reused	SUF	7383	22	5.7 No identifier name should be reused
        Identifier SUPV reused	SUPV	652	26	5.7 No identifier name should be reused
        Identifier SUPV reused	SUPV	6123	26	5.7 No identifier name should be reused
        Identifier SWT reused	SWT	8028	0	5.7 No identifier name should be reused
        Identifier SWT_tag reused	SWT_tag	1187	11	5.7 No identifier name should be reused
        Identifier SYA reused	SYA	6809	22	5.7 No identifier name should be reused
        Identifier SYA reused	SYA	7400	22	5.7 No identifier name should be reused
        Identifier SYA reused	SYA	7418	22	5.7 No identifier name should be reused
        Identifier SYB reused	SYB	6801	22	5.7 No identifier name should be reused
        Identifier SYB reused	SYB	7392	22	5.7 No identifier name should be reused
        Identifier SYB reused	SYB	7410	22	5.7 No identifier name should be reused
        Identifier SYF reused	SYF	6791	22	5.7 No identifier name should be reused
        Identifier SYF reused	SYF	7382	22	5.7 No identifier name should be reused
        Identifier SYSCLK reused	SYSCLK	1853	26	5.7 No identifier name should be reused
        Identifier SYSCLK reused	SYSCLK	1871	26	5.7 No identifier name should be reused
        Identifier SYSCLK reused	SYSCLK	1889	26	5.7 No identifier name should be reused
        Identifier SYSCLK reused	SYSCLK	1907	26	5.7 No identifier name should be reused
        Identifier SYSCLK reused	SYSCLK	1925	26	5.7 No identifier name should be reused
        Identifier SYSCLK reused	SYSCLK	1943	26	5.7 No identifier name should be reused
        Identifier SYSCLK reused	SYSCLK	1963	26	5.7 No identifier name should be reused
        Identifier SYSCLK reused	SYSCLK	1983	26	5.7 No identifier name should be reused
        Identifier SZF reused	SZF	1437	26	5.7 No identifier name should be reused
        Identifier SZF reused	SZF	1475	26	5.7 No identifier name should be reused
        Identifier SZIE reused	SZIE	1394	26	5.7 No identifier name should be reused
        Identifier S_CFLA reused	S_CFLA	1764	26	5.7 No identifier name should be reused
        Identifier S_CURRENTMODE reused	S_CURRENTMODE	1756	26	5.7 No identifier name should be reused
        Identifier S_DC reused	S_DC	1758	26	5.7 No identifier name should be reused
        Identifier S_DFLA reused	S_DFLA	1763	26	5.7 No identifier name should be reused
        Identifier S_DMA reused	S_DMA	1831	26	5.7 No identifier name should be reused
        Identifier S_LOCK reused	S_LOCK	2158	30	5.7 No identifier name should be reused
        Identifier S_MRI reused	S_MRI	1830	26	5.7 No identifier name should be reused
        Identifier S_MTI reused	S_MTI	1829	26	5.7 No identifier name should be reused
        Identifier S_MTRANS reused	S_MTRANS	1757	26	5.7 No identifier name should be reused
        Identifier S_MVR reused	S_MVR	1762	26	5.7 No identifier name should be reused
        Identifier S_NMA reused	S_NMA	1832	26	5.7 No identifier name should be reused
        Identifier S_OSC reused	S_OSC	1768	26	5.7 No identifier name should be reused
        Identifier S_OSC reused	S_OSC	2073	26	5.7 No identifier name should be reused
        Identifier S_OSC reused	S_OSC	2095	26	5.7 No identifier name should be reused
        Identifier S_PDO reused	S_PDO	1760	26	5.7 No identifier name should be reused
        Identifier S_SEA reused	S_SEA	1833	26	5.7 No identifier name should be reused
        Identifier S_SYSCLK reused	S_SYSCLK	1770	26	5.7 No identifier name should be reused
        Identifier TARGET_MODE reused	TARGET_MODE	1777	26	5.7 No identifier name should be reused
        Identifier TCA reused	TCA	6815	22	5.7 No identifier name should be reused
        Identifier TCA reused	TCA	7424	22	5.7 No identifier name should be reused
        Identifier TCB reused	TCB	6807	22	5.7 No identifier name should be reused
        Identifier TCB reused	TCB	7416	22	5.7 No identifier name should be reused
        Identifier TCD reused	TCD	5764	32	5.7 No identifier name should be reused
        Identifier TCF reused	TCF	3529	26	5.7 No identifier name should be reused
        Identifier TCF reused	TCF	5244	25	5.7 No identifier name should be reused
        Identifier TCF reused	TCF	5899	26	5.7 No identifier name should be reused
        Identifier TCFRE reused	TCFRE	5921	26	5.7 No identifier name should be reused
        Identifier TCNT reused	TCNT	5872	26	5.7 No identifier name should be reused
        Identifier TCR reused	TCR	4154	26	5.7 No identifier name should be reused
        Identifier TCR reused	TCR	4156	10	5.7 No identifier name should be reused
        Identifier TCR reused	TCR	5875	10	5.7 No identifier name should be reused
        Identifier TCTRL reused	TCTRL	3131	10	5.7 No identifier name should be reused
        Identifier TCTRL reused	TCTRL	5196	14	5.7 No identifier name should be reused
